SITE,YEAR,RING,CO2,NFERT,BLOCK,SPECIES,TRTYEAR,Nup,NPP,myc
BioCON,2009,2,Camb,lo,,,12,8.289187396,567.1129318,am
BioCON,2009,4,Camb,lo,,,12,6.808539297,594.4957137,am
BioCON,2009,6,Camb,lo,,,12,7.974151446,592.2953233,am
BioCON,2009,1,Cenrich,lo,,,12,8.032598263,561.7927008,am
BioCON,2009,3,Cenrich,lo,,,12,9.488115484,666.6235708,am
BioCON,2009,5,Cenrich,lo,,,12,8.043628241,574.9950495,am
BioCON,2010,2,Camb,lo,,,13,7.606543875,604.6212767,am
BioCON,2010,4,Camb,lo,,,13,8.487223017,543.4999047,am
BioCON,2010,6,Camb,lo,,,13,7.782985817,551.3776207,am
BioCON,2010,1,Cenrich,lo,,,13,8.713007588,680.981439,am
BioCON,2010,3,Cenrich,lo,,,13,9.237305011,686.0224109,am
BioCON,2010,5,Cenrich,lo,,,13,6.917415958,537.2303348,am
BioCON,2011,2,Camb,lo,,,14,7.485666953,548.5718867,am
BioCON,2011,4,Camb,lo,,,14,8.597274533,656.7662154,am
BioCON,2011,6,Camb,lo,,,14,7.768655483,560.7658112,am
BioCON,2011,1,Cenrich,lo,,,14,8.735206427,641.6000165,am
BioCON,2011,3,Cenrich,lo,,,14,9.184529452,701.3025381,am
BioCON,2011,5,Cenrich,lo,,,14,8.066456077,627.8999856,am
BioCON,2012,2,Camb,lo,,,15,5.845516884,582.2130803,am
BioCON,2012,4,Camb,lo,,,15,5.654947457,540.3560953,am
BioCON,2012,6,Camb,lo,,,15,4.749674651,511.9874485,am
BioCON,2012,1,Cenrich,lo,,,15,5.077701603,563.3627932,am
BioCON,2012,3,Cenrich,lo,,,15,6.390017701,666.7267518,am
BioCON,2012,5,Cenrich,lo,,,15,5.433695394,624.0372267,am
BioCON,2013,2,Camb,lo,,,16,6.141683771,632.7713345,am
BioCON,2013,4,Camb,lo,,,16,8.376926471,806.5689913,am
BioCON,2013,6,Camb,lo,,,16,7.613684051,742.8553379,am
BioCON,2013,1,Cenrich,lo,,,16,7.187783173,875.5944249,am
BioCON,2013,3,Cenrich,lo,,,16,9.13320883,916.2218141,am
BioCON,2013,5,Cenrich,lo,,,16,8.116241796,847.1549627,am
BioCON,1998,2,Camb,hi,,,1,12.93653213,1127.625781,am
BioCON,1998,4,Camb,hi,,,1,12.34868796,1220.3575,am
BioCON,1998,6,Camb,hi,,,1,12.94931625,1301.450161,am
BioCON,1998,1,Cenrich,hi,,,1,14.16266336,1381.922097,am
BioCON,1998,3,Cenrich,hi,,,1,11.31350693,1202.869677,am
BioCON,1998,5,Cenrich,hi,,,1,12.68136354,1415.5955,am
BioCON,1999,2,Camb,hi,,,2,10.15337694,858.3442732,am
BioCON,1999,4,Camb,hi,,,2,9.948408527,874.9191483,am
BioCON,1999,6,Camb,hi,,,2,9.302630871,825.304958,am
BioCON,1999,1,Cenrich,hi,,,2,9.852134373,973.1228146,am
BioCON,1999,3,Cenrich,hi,,,2,9.39593234,956.2447727,am
BioCON,1999,5,Cenrich,hi,,,2,9.65021354,1000.481005,am
BioCON,2000,2,Camb,hi,,,3,9.329298886,834.4790367,am
BioCON,2000,4,Camb,hi,,,3,8.484169235,845.1286749,am
BioCON,2000,6,Camb,hi,,,3,10.51641489,980.8562164,am
BioCON,2000,1,Cenrich,hi,,,3,9.490987772,943.7132099,am
BioCON,2000,3,Cenrich,hi,,,3,9.574066603,981.3822447,am
BioCON,2000,5,Cenrich,hi,,,3,9.571250991,959.6696939,am
BioCON,2001,2,Camb,hi,,,4,13.04565522,989.1749141,am
BioCON,2001,4,Camb,hi,,,4,12.69480828,949.3949078,am
BioCON,2001,6,Camb,hi,,,4,12.85053131,1065.264343,am
BioCON,2001,1,Cenrich,hi,,,4,12.85616047,1082.808485,am
BioCON,2001,3,Cenrich,hi,,,4,12.77296312,1066.409669,am
BioCON,2001,5,Cenrich,hi,,,4,12.5515658,1096.400469,am
BioCON,2002,2,Camb,hi,,,5,10.14050066,757.5111057,am
BioCON,2002,4,Camb,hi,,,5,9.33331331,805.2652763,am
BioCON,2002,6,Camb,hi,,,5,10.2640459,895.5292001,am
BioCON,2002,1,Cenrich,hi,,,5,11.99105375,929.4528205,am
BioCON,2002,3,Cenrich,hi,,,5,12.8824452,983.6659222,am
BioCON,2002,5,Cenrich,hi,,,5,13.10022412,1041.328857,am
BioCON,2003,2,Camb,hi,,,6,9.686322156,697.8522093,am
BioCON,2003,4,Camb,hi,,,6,10.07479736,761.9602787,am
BioCON,2003,6,Camb,hi,,,6,11.699442,804.8705823,am
BioCON,2003,1,Cenrich,hi,,,6,11.1994166,881.9241842,am
BioCON,2003,3,Cenrich,hi,,,6,13.66327845,1022.219441,am
BioCON,2003,5,Cenrich,hi,,,6,12.70541058,945.0137404,am
BioCON,2004,2,Camb,hi,,,7,9.597509443,752.7772341,am
BioCON,2004,4,Camb,hi,,,7,8.54332125,755.0911364,am
BioCON,2004,6,Camb,hi,,,7,9.912441856,845.4554466,am
BioCON,2004,1,Cenrich,hi,,,7,12.18804415,1025.939046,am
BioCON,2004,3,Cenrich,hi,,,7,11.01712548,947.2129374,am
BioCON,2004,5,Cenrich,hi,,,7,10.01645775,940.0846639,am
BioCON,2005,2,Camb,hi,,,8,12.91126276,880.0731125,am
BioCON,2005,4,Camb,hi,,,8,10.58870281,890.8531627,am
BioCON,2005,6,Camb,hi,,,8,12.31396177,917.5300219,am
BioCON,2005,1,Cenrich,hi,,,8,13.81035014,1072.889061,am
BioCON,2005,3,Cenrich,hi,,,8,14.45447424,1113.573702,am
BioCON,2005,5,Cenrich,hi,,,8,11.24328527,1029.685732,am
BioCON,2006,2,Camb,hi,,,9,10.97966427,796.702924,am
BioCON,2006,4,Camb,hi,,,9,11.90392797,825.163526,am
BioCON,2006,6,Camb,hi,,,9,11.56634962,776.5063234,am
BioCON,2006,1,Cenrich,hi,,,9,12.25394917,917.2037578,am
BioCON,2006,3,Cenrich,hi,,,9,12.5919121,979.001501,am
BioCON,2006,5,Cenrich,hi,,,9,11.57958894,898.7827404,am
BioCON,2007,2,Camb,hi,,,10,10.39073907,773.1537179,am
BioCON,2007,4,Camb,hi,,,10,7.735878593,732.9263452,am
BioCON,2007,6,Camb,hi,,,10,7.828750798,773.0571491,am
BioCON,2007,1,Cenrich,hi,,,10,10.74235317,905.2802882,am
BioCON,2007,3,Cenrich,hi,,,10,11.9125623,984.5315828,am
BioCON,2007,5,Cenrich,hi,,,10,10.20766914,1033.771751,am
BioCON,2008,2,Camb,hi,,,11,11.05986004,855.3469172,am
BioCON,2008,4,Camb,hi,,,11,8.813492556,725.7904353,am
BioCON,2008,6,Camb,hi,,,11,10.49451172,724.2564143,am
BioCON,2008,1,Cenrich,hi,,,11,12.27597879,938.1198881,am
BioCON,2008,3,Cenrich,hi,,,11,13.24187353,1004.645273,am
BioCON,2008,5,Cenrich,hi,,,11,10.22541217,894.227785,am
BioCON,2009,2,Camb,hi,,,12,11.34651571,646.3061469,am
BioCON,2009,4,Camb,hi,,,12,8.521337969,576.5614302,am
BioCON,2009,6,Camb,hi,,,12,11.2131928,671.8039572,am
BioCON,2009,1,Cenrich,hi,,,12,12.87253793,734.3263281,am
BioCON,2009,3,Cenrich,hi,,,12,12.60674564,748.925157,am
BioCON,2009,5,Cenrich,hi,,,12,9.901544705,646.0133471,am
BioCON,2010,2,Camb,hi,,,13,11.61700514,773.3292838,am
BioCON,2010,4,Camb,hi,,,13,9.849376658,669.2822605,am
BioCON,2010,6,Camb,hi,,,13,10.79434476,716.5835043,am
BioCON,2010,1,Cenrich,hi,,,13,12.53040415,817.1390083,am
BioCON,2010,3,Cenrich,hi,,,13,9.712152641,724.1184387,am
BioCON,2010,5,Cenrich,hi,,,13,9.122918004,634.5557269,am
BioCON,2011,2,Camb,hi,,,14,12.77560548,791.9670065,am
BioCON,2011,4,Camb,hi,,,14,10.67352478,715.299451,am
BioCON,2011,6,Camb,hi,,,14,10.51373346,712.6497849,am
BioCON,2011,1,Cenrich,hi,,,14,11.28903813,704.6686581,am
BioCON,2011,3,Cenrich,hi,,,14,13.43881498,905.6492489,am
BioCON,2011,5,Cenrich,hi,,,14,9.779687124,712.2393526,am
BioCON,2012,2,Camb,hi,,,15,8.043331668,707.2879177,am
BioCON,2012,4,Camb,hi,,,15,6.917294352,683.6850825,am
BioCON,2012,6,Camb,hi,,,15,7.486309213,704.0170553,am
BioCON,2012,1,Cenrich,hi,,,15,7.012573937,726.9218354,am
BioCON,2012,3,Cenrich,hi,,,15,8.818929253,835.3674129,am
BioCON,2012,5,Cenrich,hi,,,15,8.867302574,866.5012959,am
BioCON,2013,2,Camb,hi,,,16,10.5280734,805.3227434,am
BioCON,2013,4,Camb,hi,,,16,9.43880795,815.8316975,am
BioCON,2013,6,Camb,hi,,,16,10.20117844,861.9945621,am
BioCON,2013,1,Cenrich,hi,,,16,10.25867873,897.9905313,am
BioCON,2013,3,Cenrich,hi,,,16,12.17124605,1110.839825,am
BioCON,2013,5,Cenrich,hi,,,16,10.43182955,1016.479567,am
